Name + ORG,ID,Name,ORG,POS,G,GS,TC,A,PO,E,DP,TP,ZR,SBA,RTO,IP,PB,CER,BIZ-R,BIZ-Rm,BIZ-L,BIZ-Lm,BIZ-E,BIZ-Em,BIZ-U,BIZ-Um,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
Davy Mejia Bos,32552,Davy Mejia,Boston Red Sox,8,56,28,109,2,107,0,1,0,2,0,0,286.1,0,0,63,63,23,23,14,10,10,5,18,6,32,0,-0.5
Brennan Mata Mon,26668,Brennan Mata,Montreal Expos,8,33,25,65,1,62,2,0,0,-5.5,0,0,247,0,0,35,34,18,16,11,8,14,4,8,0,30,0,-0.3
Tillman Nosko Det,35011,Tillman Nosko,Detroit Tigers,8,32,26,76,3,73,0,0,0,2.5,0,0,239,0,0,42,42,14,14,10,7,8,4,12,6,18,0,0.3
Bruno Zelaya Tex,34564,Bruno Zelaya,Texas Rangers,8,40,26,58,0,58,0,0,0,-0.3,0,0,225,0,0,35,35,9,9,13,11,6,1,14,2,20,0,-1.7
Erick Haro Cin,33936,Erick Haro,Cincinnati Reds,8,30,23,53,3,50,0,0,0,-4,0,0,215.1,0,0,32,31,12,11,7,5,11,3,11,0,20,0,0.3
Brantley Blass Chi,32683,Brantley Blass,Chicago Cubs,8,43,16,74,2,72,0,0,0,1.5,0,0,202.1,0,0,38,38,18,18,11,9,11,6,5,1,28,0,-1.3
Ming-Hsu Liang Det,29004,Ming-Hsu Liang,Detroit Tigers,8,33,22,77,4,70,3,1,0,-0.1,0,0,197.2,0,0,44,44,13,13,12,7,6,4,8,2,20,0,0
Justen Atwood Cin,4072,Justen Atwood,Cincinnati Reds,8,23,20,49,3,46,0,0,0,-3.5,0,0,185,0,0,33,32,7,6,10,6,7,2,7,0,22,0,1
Lucas Echeveste Hou,34854,Lucas Echeveste,Houston Astros,8,53,17,65,0,65,0,0,0,2.2,0,0,181.2,0,0,30,30,17,17,8,6,11,8,8,4,19,0,-1.1
Trevor Zagalo Flo,14803,Trevor Zagalo,Florida Marlins,8,22,17,49,1,48,0,0,0,-6.2,0,0,164,0,0,32,31,16,10,7,4,9,2,9,1,11,0,-0.1
Ezequiel Espinoza Ana,21767,Ezequiel Espinoza,Anaheim Angels,8,24,19,54,3,51,0,0,0,0,0,0,161,0,0,32,32,8,8,9,7,4,2,7,2,18,0,2.1
Daniel Santillan Pit,36104,Daniel Santillan,Pittsburgh Pirates,8,25,17,37,1,36,0,0,0,-4,0,0,160,0,0,24,24,6,3,10,5,7,2,12,2,19,0,0.2
Parker Richter New,8056,Parker Richter,New York Mets,8,18,17,51,0,51,0,0,0,-0.1,0,0,156,0,0,28,27,13,13,6,3,8,6,5,2,14,0,-1
Isaac Risher Los,14427,Isaac Risher,Los Angeles Dodgers,8,20,18,45,0,45,0,0,0,-3.2,0,0,154,0,0,27,27,13,10,7,5,10,2,7,1,10,0,-0.5
Cristián Rodríguez Tex,36058,Cristián Rodríguez,Texas Rangers,8,21,15,45,0,45,0,0,0,-2.6,0,0,143.2,0,0,33,32,6,6,7,4,6,2,3,1,13,0,1
Ted Aniello Atl,13801,Ted Aniello,Atlanta Hammers,8,22,13,34,0,34,0,0,0,-4.6,0,0,137.2,0,0,23,21,9,8,7,2,7,2,8,1,18,0,-1.7
Bienvenido Flores St.,11294,Bienvenido Flores,St. Louis Cardinals,8,16,16,44,0,44,0,0,0,-2,0,0,136.2,0,0,32,30,5,4,9,6,4,2,7,2,16,0,2
Jeremiah Musgrove Cin,19114,Jeremiah Musgrove,Cincinnati Reds,8,15,14,47,1,45,1,0,0,-2.4,0,0,135,0,0,28,27,9,8,4,4,12,4,7,2,11,0,-0.3
Bram van der Horst New,38942,Bram van der Horst,New York Yankees,8,21,19,30,1,29,0,0,0,-1.1,0,0,134.2,0,0,21,21,5,5,2,1,6,1,3,1,9,0,-0.2
Devain Epps Ana,19736,Devain Epps,Anaheim Angels,8,22,14,40,2,38,0,0,0,0.2,0,0,130.1,0,0,24,24,8,8,5,4,3,2,4,0,10,0,0.6
Koji Kato Chi,34310,Koji Kato,Chicago White Sox,8,14,14,38,1,37,0,0,0,-2.5,0,0,129,0,0,24,24,8,6,3,2,9,5,1,0,14,0,-0.1
Isaiah Roberts Bal,24788,Isaiah Roberts,Baltimore Orioles,8,17,14,35,2,33,0,0,0,-4.4,0,0,129,0,0,28,25,5,4,4,3,5,1,6,0,14,0,-0.3
Antonio Quintero Phi,24455,Antonio Quintero,Philadelphia Phillies,8,29,8,36,2,34,0,0,0,0,0,0,126,0,0,20,20,2,1,6,6,11,7,2,0,10,0,0.6
Leo Haluska Tam,12692,Leo Haluska,Tampa Bay Devil Rays,8,16,14,42,2,39,1,0,0,-0.5,0,0,125.2,0,0,31,31,3,3,3,2,3,2,7,1,9,0,-0.9
Kai Perez Ari,27508,Kai Perez,Arizona Diamondbacks,8,16,14,36,1,34,1,0,0,-3.2,0,0,122,0,0,23,20,9,8,3,2,8,2,5,2,9,0,-1.1
Juan Cárdenas Min,35725,Juan Cárdenas,Minnesota Twins,8,37,8,30,0,30,0,0,0,-1.5,0,0,119.2,0,0,17,16,7,7,6,5,5,2,1,0,17,0,-0.4
Evan Bridges Ari,24344,Evan Bridges,Arizona Diamondbacks,8,13,13,37,0,36,1,0,0,-3.7,0,0,115,0,0,30,28,3,2,6,4,10,2,5,0,16,0,0.5
Gerald Molinari New,27277,Gerald Molinari,New York Yankees,8,31,9,30,2,28,0,1,0,-2.6,0,0,111,0,0,19,18,3,3,10,6,3,0,7,1,11,0,-0.7
Brody Bender Mil,32789,Brody Bender,Milwaukee Brewers,8,24,10,29,0,29,0,0,0,0.6,0,0,106.2,0,0,16,16,6,6,5,3,3,3,4,1,5,0,-0.3
Thad Trapnell Col,23512,Thad Trapnell,Colorado Rockies,8,12,12,28,1,25,2,0,0,-3.8,0,0,104.1,0,0,17,15,10,8,2,2,3,0,7,0,9,0,1.7
Sam Blatchford Tex,37139,Sam Blatchford,Texas Rangers,8,14,12,34,2,32,0,1,0,-0.5,0,0,104,0,0,18,18,5,5,7,6,7,3,2,0,3,0,0
Denzell Moore Tor,33104,Denzell Moore,Toronto Blue Jays,8,13,11,22,0,22,0,0,0,-1.2,0,0,103.2,0,0,12,12,8,7,2,1,3,1,4,1,13,0,-0.6
Gerardo Tejeda Phi,35780,Gerardo Tejeda,Philadelphia Phillies,8,19,7,19,1,17,1,0,0,-1.6,0,0,97,0,0,13,12,2,2,3,1,4,2,4,0,9,0,0.4
Alex Viola Ana,19093,Alex Viola,Anaheim Angels,8,11,11,25,1,24,0,0,0,-0.3,0,0,96.1,0,0,16,16,3,3,4,3,4,2,4,0,7,0,0
Marco Monroy San,33498,Marco Monroy,San Francisco Giants,8,11,11,34,2,32,0,0,0,0.5,0,0,90,0,0,19,19,3,3,8,7,7,3,3,0,12,0,0.2
River Khong Hou,33536,River Khong,Houston Astros,8,11,10,29,2,26,1,0,0,-0.6,0,0,87.1,0,0,20,20,4,4,3,2,2,0,3,0,7,0,1.2
Cedro Palacios Mon,34432,Cedro Palacios,Montreal Expos,8,11,10,26,1,25,0,0,0,-0.5,0,0,86,0,0,15,15,6,4,2,2,7,4,3,0,11,0,-0.5
Bill Svanda Pit,23127,Bill Svanda,Pittsburgh Pirates,8,16,8,38,0,38,0,0,0,-0.1,0,0,85,0,0,25,25,2,2,7,5,7,5,5,1,5,0,2.2
Milton Burchfield St.,13596,Milton Burchfield,St. Louis Cardinals,8,17,6,28,0,28,0,0,0,-0.6,0,0,82.2,0,0,19,19,5,5,1,1,7,2,8,1,7,0,-0.3
Conor Jones Bos,24220,Conor Jones,Boston Red Sox,8,32,1,27,1,26,0,0,0,-0.5,0,0,75,0,0,16,16,9,9,2,1,0,0,1,0,8,0,0
Ray Quiroz Bos,16188,Ray Quiroz,Boston Red Sox,8,14,8,25,0,25,0,0,0,-0.5,0,0,72.1,0,0,17,17,5,5,2,2,3,1,2,0,6,0,-0.3
Noel Chambi Mil,26735,Noel Chambi,Milwaukee Brewers,8,13,10,23,0,23,0,0,0,-2.1,0,0,71.2,0,0,16,16,4,4,4,2,5,1,4,0,7,0,0.7
Vito Cedeño Phi,24662,Vito Cedeño,Philadelphia Phillies,8,10,8,35,1,34,0,0,0,-1.7,0,0,66.1,0,0,26,26,6,6,3,1,2,0,2,1,8,0,-0.1
Dan McDuffie Bos,32240,Dan McDuffie,Boston Red Sox,8,12,6,18,0,18,0,0,0,0.7,0,0,58.2,0,0,12,12,2,2,1,0,3,2,5,2,2,0,-0.4
Manuel Pérez Chi,25130,Manuel Pérez,Chicago Cubs,8,9,5,19,1,18,0,0,0,0.2,0,0,49,0,0,10,10,5,5,2,1,2,2,1,0,6,0,0.2
Royce Sunday Oak,23287,Royce Sunday,Oakland Athletics,8,7,5,13,0,13,0,0,0,-1.5,0,0,49,0,0,10,8,2,2,1,1,4,2,0,0,7,0,-0.4
Dunley Gschwind San,35167,Dunley Gschwind,San Diego Padres,8,5,4,13,0,13,0,0,0,-1.1,0,0,37,0,0,8,8,5,4,1,0,1,1,3,0,1,0,0.7
Jeffrey Quiroga Tex,30763,Jeffrey Quiroga,Texas Rangers,8,9,3,12,0,11,1,0,0,0.2,0,0,34,0,0,4,4,3,3,3,3,1,1,1,0,5,0,-0.2
Wagner Cespedes New,32404,Wagner Cespedes,New York Yankees,8,4,4,10,1,9,0,0,0,-0.3,0,0,32,0,0,6,5,1,1,0,0,2,1,2,2,0,0,0.4
Miguel Lara Det,15613,Miguel Lara,Detroit Tigers,8,4,3,12,0,12,0,0,0,-0.2,0,0,29.2,0,0,7,7,5,5,0,0,0,0,1,0,2,0,0
Grayson Sibio Bal,35037,Grayson Sibio,Baltimore Orioles,8,10,0,6,1,5,0,0,0,-0.4,0,0,26.1,0,0,3,3,1,1,1,1,2,0,1,0,1,0,0.4
Landon Derringer Col,26139,Landon Derringer,Colorado Rockies,8,3,3,15,0,15,0,0,0,-0.5,0,0,26,0,0,9,9,4,4,2,2,3,0,0,0,3,0,0
Christian Westgate Chi,19832,Christian Westgate,Chicago White Sox,8,3,3,4,0,4,0,0,0,0,0,0,26,0,0,1,1,2,2,0,0,2,1,0,0,2,0,0
Cormac Kealy Ari,37598,Cormac Kealy,Arizona Diamondbacks,8,5,2,9,0,9,0,0,0,-0.4,0,0,24,0,0,4,4,3,2,2,2,2,1,1,0,2,0,0.3
Jesús Mendez Los,29944,Jesús Mendez,Los Angeles Dodgers,8,11,0,3,0,3,0,0,0,-0.4,0,0,23.2,0,0,1,1,2,1,0,0,2,1,0,0,2,0,0
Teoscar Hernández Tex,21770,Teoscar Hernández,Texas Rangers,8,4,2,4,0,4,0,0,0,0.1,0,0,22,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0.3
John Letcher Los,15578,John Letcher,Los Angeles Dodgers,8,6,0,3,0,3,0,0,0,-1.1,0,0,19,0,0,4,3,0,0,0,0,0,0,1,0,1,0,0
Pedro Deniz Col,23340,Pedro Deniz,Colorado Rockies,8,2,2,0,0,0,0,0,0,-0.5,0,0,18,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0.6
Jim Ladson Pit,21666,Jim Ladson,Pittsburgh Pirates,8,2,2,5,0,5,0,0,0,-0.1,0,0,18,0,0,2,2,3,3,0,0,0,0,1,0,1,0,0
Victor Swindoll Chi,5651,Victor Swindoll,Chicago Cubs,8,9,0,1,0,1,0,0,0,-1,0,0,17.1,0,0,1,1,0,0,2,0,1,0,0,0,4,0,0.3
Dwight Clagett Hou,25504,Dwight Clagett,Houston Astros,8,3,1,4,0,4,0,0,0,-0.1,0,0,17,0,0,4,4,0,0,0,0,0,0,0,0,4,0,0.3
Dan Brinkman Tex,23192,Dan Brinkman,Texas Rangers,8,3,1,5,0,5,0,0,0,-0.3,0,0,16,0,0,4,4,1,1,0,0,1,0,1,0,4,0,0.2
Wayne Jones San,13369,Wayne Jones,San Diego Padres,8,2,2,6,0,6,0,0,0,-0.1,0,0,16,0,0,4,4,1,1,0,0,2,1,1,0,0,0,0.3
Ugo Jeske Cin,34246,Ugo Jeske,Cincinnati Reds,8,5,0,4,0,4,0,0,0,-0.4,0,0,14,0,0,1,1,3,3,0,0,2,0,0,0,2,0,-0.2
Eugene McGibbon Pit,25205,Eugene McGibbon,Pittsburgh Pirates,8,4,0,5,0,5,0,0,0,-1,0,0,13.2,0,0,4,3,2,2,0,0,1,0,1,0,2,0,0
Luka Schwaab New,28095,Luka Schwaab,New York Yankees,8,4,0,2,0,2,0,0,0,-0.6,0,0,12.1,0,0,1,1,1,1,1,0,2,0,0,0,0,0,0.1
Thomas Nissen Sea,37017,Thomas Nissen,Seattle Mariners,8,2,1,7,0,7,0,0,0,-0.3,0,0,12,0,0,4,4,2,2,1,0,2,1,0,0,2,0,0.5
Collin Wilkerson Flo,11354,Collin Wilkerson,Florida Marlins,8,5,0,5,0,5,0,0,0,0.1,0,0,12,0,0,4,4,0,0,0,0,1,1,0,0,7,0,-0.3
Ruben Picasso Was,35893,Ruben Picasso,Washington Nationals,8,9,0,4,1,3,0,0,0,-0.1,0,0,11.1,0,0,2,2,0,0,0,0,2,1,0,0,3,0,0.2
Omar Bactad Mil,16232,Omar Bactad,Milwaukee Brewers,8,4,0,2,0,2,0,0,0,0,0,0,10.1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0
Chris Barker Was,32798,Chris Barker,Washington Nationals,8,6,0,2,0,2,0,0,0,0.5,0,0,10,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
Chad Shabalala Bal,38707,Chad Shabalala,Baltimore Orioles,8,1,1,2,0,2,0,0,0,0,0,0,9,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0
Lee Kostkos Chi,26500,Lee Kostkos,Chicago White Sox,8,1,1,2,0,2,0,0,0,0,0,0,8.2,0,0,0,0,1,1,0,0,1,1,2,0,2,0,0.2
Isaac Toscano Col,32141,Isaac Toscano,Colorado Rockies,8,1,1,5,0,5,0,0,0,-0.8,0,0,8,0,0,4,3,1,1,0,0,2,1,1,0,2,0,0
Kikuji Yamamoto Phi,35546,Kikuji Yamamoto,Philadelphia Phillies,8,4,0,2,0,2,0,0,0,-0.1,0,0,8,0,0,1,1,1,1,0,0,0,0,1,0,2,0,0.3
Antonio Ilacad Ana,37207,Antonio Ilacad,Anaheim Angels,8,3,0,1,0,1,0,0,0,0,0,0,7.2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Marquise Platts Col,34772,Marquise Platts,Colorado Rockies,8,1,0,6,0,6,0,0,0,-0.4,0,0,7.2,0,0,4,3,0,0,1,1,2,2,0,0,1,0,0.3
Steve Wolfarth San,17132,Steve Wolfarth,San Diego Padres,8,3,0,1,0,1,0,0,0,-0.4,0,0,7,0,0,1,1,0,0,1,0,1,0,0,0,2,0,0
Alfredo Piña Chi,9106,Alfredo Piña,Chicago Cubs,8,2,0,1,0,1,0,0,0,0,0,0,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Erick Cochran Atl,15659,Erick Cochran,Atlanta Hammers,8,3,0,1,0,1,0,0,0,-0.1,0,0,5,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0.1
Luke Menendez Cle,22453,Luke Menendez,Cleveland Guardians,8,3,0,2,0,2,0,0,0,-0.5,0,0,5,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0
Chase Moyer Mil,35806,Chase Moyer,Milwaukee Brewers,8,3,0,3,0,3,0,0,0,0.2,0,0,5,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0
Anthony Touchet Tex,14004,Anthony Touchet,Texas Rangers,8,2,0,1,0,1,0,0,0,0.1,0,0,4.2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
Eddie Bilbrey Det,27091,Eddie Bilbrey,Detroit Tigers,8,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sílvio Cherubini Oak,33412,Sílvio Cherubini,Oakland Athletics,8,1,1,0,0,0,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie Caldera Det,30965,Charlie Caldera,Detroit Tigers,8,1,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Yorbis Montero Ana,21828,Yorbis Montero,Anaheim Angels,8,1,0,1,0,1,0,0,0,0.1,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Matt Watson New,39144,Matt Watson,New York Yankees,8,2,0,2,0,2,0,0,0,0.1,0,0,3,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
Hsieh Chiou Chi,40231,Hsieh Chiou,Chicago Cubs,8,1,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.2
Nicolas Anguiano New,36248,Nicolas Anguiano,New York Mets,8,1,0,1,0,1,0,0,0,-0.7,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Rosario Barrientez Chi,32714,Rosario Barrientez,Chicago Cubs,8,1,0,1,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Anthony Crook Flo,34037,Anthony Crook,Florida Marlins,8,1,0,0,0,0,0,0,0,-0.3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.2
Nelson Herrera Kan,36484,Nelson Herrera,Kansas City Royals,8,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Horado Javio Tor,30172,Horado Javio,Toronto Blue Jays,8,1,0,1,0,1,0,0,0,-0.3,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
Robert Meadows Bos,14633,Robert Meadows,Boston Red Sox,8,2,0,0,0,0,0,0,0,-0.3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Reed Richey New,37693,Reed Richey,New York Yankees,8,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cordell Upshaw Chi,32521,Cordell Upshaw,Chicago Cubs,8,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brad Vaya Tor,41050,Brad Vaya,Toronto Blue Jays,8,1,0,1,0,1,0,0,0,0.1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Elijah Babler Mon,32882,Elijah Babler,Montreal Expos,8,1,0,2,0,2,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
Andres Figueroa Tex,30340,Andres Figueroa,Texas Rangers,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yusel Loera New,7388,Yusel Loera,New York Mets,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Renteria Hou,29014,Jeff Renteria,Houston Astros,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie Aird Det,30279,Charlie Aird,Detroit Tigers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unai Ayala Cle,36124,Unai Ayala,Cleveland Guardians,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rob Babangida Tam,14700,Rob Babangida,Tampa Bay Devil Rays,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alfredo Ballester Bos,33530,Alfredo Ballester,Boston Red Sox,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timothy Barker Mon,34968,Timothy Barker,Montreal Expos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kellen Boden Ari,30154,Kellen Boden,Arizona Diamondbacks,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tim Brisson Kan,19738,Tim Brisson,Kansas City Royals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Burdick Det,34908,Paul Burdick,Detroit Tigers,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oliver Burks Kan,13044,Oliver Burks,Kansas City Monarchs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Buske St.,18356,Tom Buske,St. Louis Cardinals,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juan Calderon Cle,35904,Juan Calderon,Cleveland Guardians,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vic Calfee Bos,29490,Vic Calfee,Boston Red Sox,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Francesco Capo Det,33518,Francesco Capo,Detroit Tigers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rico Caraballo Cle,40279,Rico Caraballo,Cleveland Guardians,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruben Carvallo Bal,38826,Ruben Carvallo,Baltimore Orioles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aiden Casteel Kan,35159,Aiden Casteel,Kansas City Monarchs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bobby Cooney Tor,35109,Bobby Cooney,Toronto Blue Jays,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eddie Cooney Tam,35539,Eddie Cooney,Tampa Bay Devil Rays,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Axel Corum Cin,13319,Axel Corum,Cincinnati Reds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Del Costa Was,32456,Del Costa,Washington Nationals,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson Cunningham Min,37614,Jackson Cunningham,Minnesota Twins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gunnar D'Arezzo Tor,33512,Gunnar D'Arezzo,Toronto Blue Jays,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pancho De La Cruz San,34401,Pancho De La Cruz,San Francisco Giants,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noah Dubois St.,20144,Noah Dubois,St. Louis Cardinals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ayden Easley Kan,29173,Ayden Easley,Kansas City Monarchs,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke Falcon Los,29114,Luke Falcon,Los Angeles Dodgers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gideon Fetzer Hou,3867,Gideon Fetzer,Houston Astros,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergio Galfano Det,14363,Sergio Galfano,Detroit Tigers,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnny Garaventa San,41122,Johnny Garaventa,San Francisco Giants,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rocky Gastelum Chi,5432,Rocky Gastelum,Chicago Cubs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor Gosselin Phi,29616,Victor Gosselin,Philadelphia Phillies,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rogério Guzman Tam,36162,Rogério Guzman,Tampa Bay Devil Rays,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toby Hawkins Bal,17103,Toby Hawkins,Baltimore Orioles,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.J. Hendricks Mil,30572,D.J. Hendricks,Milwaukee Brewers,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aitor Herrera Min,31720,Aitor Herrera,Minnesota Twins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toby Hopper Tex,35151,Toby Hopper,Texas Rangers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R.J. Hostetler Los,27328,R.J. Hostetler,Los Angeles Dodgers,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edgar Imig Flo,22266,Edgar Imig,Florida Marlins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Do-Hyeon Kay Hou,11612,Do-Hyeon Kay,Houston Astros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brody Kissel Sea,15108,Brody Kissel,Seattle Mariners,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gildardo Lares Mon,35491,Gildardo Lares,Montreal Expos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitchel Liberty Phi,32706,Mitchel Liberty,Philadelphia Phillies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yovanny Martínez Col,22949,Yovanny Martínez,Colorado Rockies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hector Marín San,25102,Hector Marín,San Francisco Giants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skip Mayberry San,17314,Skip Mayberry,San Francisco Giants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zach McCollum Kan,33567,Zach McCollum,Kansas City Monarchs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zach Meehan Atl,26848,Zach Meehan,Atlanta Hammers,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruben Miron Ana,29849,Ruben Miron,Anaheim Angels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elijah Moore Phi,5900,Elijah Moore,Philadelphia Phillies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
